"Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
30801,770235,10,NA,0.37,0.05,1,NA
30801,770236,20,NA,0.66,0.09,4.3,NA
30801,770237,30,NA,1.11,0.13,9.4,NA
30801,770238,40,NA,1.29,0.13,12.3,NA
30801,770239,50,NA,1.56,0.14,16.3,NA
30801,770240,51,NA,1.59,0.14,16.7,NA
30801,770241,60,NA,1.79,0.14,20.1,NA
30801,770242,71,NA,1.92,0.13,22.5,NA
30801,770243,75,NA,1.96,0.13,23.2,NA
30801,770244,84,NA,2.03,0.13,24.8,NA
30801,770245,100,NA,2.19,0.05,27.4,NA
30801,770246,119,NA,2.24,0.04,28.3,NA
30801,770247,125,NA,2.25,0.03,28.5,NA
30801,770248,139,NA,2.27,0.02,28.9,NA
30801,770249,150,NA,2.29,0.02,29.3,NA
30801,770250,169,NA,2.33,0.02,30.1,NA
30801,770251,199,NA,2.41,0.02,31.2,NA
30801,770252,200,NA,2.41,0.02,31.2,NA
30801,770253,230,NA,2.48,0.02,32.5,NA
30801,770254,250,NA,2.58,0.02,33.3,NA
30801,770255,268,NA,2.67,0.02,34.1,NA
30801,770256,300,NA,2.77,0.02,35.5,NA
30801,770257,320,NA,2.82,0.02,36.4,NA
30801,770258,379,NA,3,0.01,38.5,NA
30801,770259,400,NA,3.03,0.01,38.9,NA
30801,770260,437,NA,3.08,0.01,39.4,NA
30801,770261,500,NA,3.18,0.01,40.9,NA
30801,770262,511,NA,3.2,0.01,41.2,NA
30802,770263,0,NA,0.33,0,0,NA
30802,770264,2,NA,0.33,0,0,NA
30802,770265,10,NA,0.33,0,0,NA
30802,770266,20,NA,0.34,0,0,NA
30802,770267,30,NA,0.35,0,0,NA
30802,770268,31,NA,0.35,0,0,NA
30802,770269,40,NA,0.36,0.01,0.1,NA
30802,770270,50,NA,0.41,0.05,0.6,NA
30802,770271,55,NA,0.41,0.03,0.5,NA
30802,770272,60,NA,0.46,0.05,0.8,NA
30802,770273,70,NA,0.64,0.07,3.1,NA
30802,770274,75,NA,0.84,0.07,6.7,NA
30802,770275,85,NA,1.27,0.07,14.3,NA
30802,770276,100,NA,1.57,0.05,19.4,NA
30802,770277,120,NA,1.81,0.05,23.1,NA
30802,770278,125,NA,1.86,0.05,23.9,NA
30802,770279,140,NA,1.99,0.04,25.9,NA
30802,770280,150,NA,2.04,0.04,26.6,NA
30802,770281,169,NA,2.1,0.03,27.4,NA
30802,770282,199,NA,2.2,0.02,28.8,NA
30802,770283,200,NA,2.2,0.02,28.9,NA
30802,770284,230,NA,2.29,0.02,30.5,NA
30802,770285,250,NA,2.36,0.02,31.3,NA
30802,770286,270,NA,2.43,0.02,32,NA
30802,770287,300,NA,2.52,0.02,32.9,NA
30802,770288,317,NA,2.58,0.02,33.5,NA
30802,770289,376,NA,2.81,0.02,36.5,NA
30802,770290,400,NA,2.88,0.02,37.4,NA
30802,770291,437,NA,2.97,0.02,38.5,NA
30802,770292,500,NA,3.09,0.02,40.1,NA
30802,770293,520,NA,3.13,0.02,40.6,NA
30803,770294,0,0.92,NA,NA,NA,NA
30803,770295,1,0.92,NA,NA,NA,NA
30803,770296,10,0.51,NA,NA,NA,NA
30803,770297,12,0.39,0.33,0,0,NA
30803,770298,20,0.2,0.33,0,0,NA
30803,770299,27,0.12,0.33,0,0,NA
30803,770300,30,0.09,0.33,0,0,NA
30803,770301,42,0.04,0.33,0,0,NA
30803,770302,48,0.03,0.34,0,0,NA
30803,770303,50,0.03,0.35,0,0.1,NA
30803,770304,52,NA,0.37,0.01,0.2,NA
30803,770305,58,NA,0.4,0.02,0.3,NA
30803,770306,68,NA,0.49,0.05,1.1,NA
30803,770307,75,0,0.53,0.05,1.4,NA
30803,770308,78,0,0.55,0.06,1.7,NA
30803,770309,86,NA,0.68,0.11,3.9,NA
30803,770310,96,NA,0.73,0.12,4.7,NA
30803,770311,100,NA,0.81,0.14,6.2,NA
30803,770312,109,NA,1.04,0.17,10.6,NA
30803,770313,124,NA,1.47,0.04,17.9,NA
30803,770314,125,NA,1.49,0.04,18.2,NA
30803,770315,144,NA,1.71,0.02,21.9,NA
30803,770316,150,NA,1.75,0.02,22.7,NA
30803,770317,170,NA,1.85,0.02,24.7,NA
30803,770318,200,NA,2.14,0.02,28.2,NA
30803,770319,229,NA,2.31,0.02,30.3,NA
30803,770320,250,NA,2.4,0.02,31.2,NA
30803,770321,269,NA,2.46,0.02,31.9,NA
30803,770322,300,NA,2.56,0.01,33.1,NA
30803,770323,318,NA,2.62,0.01,33.7,NA
30803,770324,378,NA,2.8,0.02,35.8,NA
30803,770325,400,NA,2.85,0.02,36.6,NA
30803,770326,437,NA,2.92,0.02,37.8,NA
30803,770327,500,NA,3.04,0.01,39.9,NA
30803,770328,518,NA,3.07,0.01,40.5,NA
30804,770329,0,NA,0.32,0.01,0,NA
30804,770330,1,NA,0.32,0.01,0,NA
30804,770331,10,NA,0.31,0,0,NA
30804,770332,20,NA,0.31,0,0,NA
30804,770333,30,NA,0.3,0,0,NA
30804,770334,31,NA,0.3,0,0,NA
30804,770335,41,NA,0.31,0.01,0.1,NA
30804,770336,50,NA,0.34,0.02,0.3,NA
30804,770337,51,NA,0.34,0.02,0.3,NA
30804,770338,60,NA,0.36,0.03,0.5,NA
30804,770339,70,NA,0.97,0.21,9.5,NA
30804,770340,75,NA,1.22,0.18,13.5,NA
30804,770341,85,NA,1.6,0.11,19.6,NA
30804,770342,99,NA,1.8,0.02,22.9,NA
30804,770343,100,NA,1.81,0.02,23.1,NA
30804,770344,119,NA,1.99,0.02,25.8,NA
30804,770345,125,NA,2.03,0.02,26.4,NA
30804,770346,140,NA,2.1,0.02,27.7,NA
30804,770347,150,NA,2.13,0.02,28.2,NA
30804,770348,168,NA,2.19,0.02,29,NA
30804,770349,199,NA,2.31,0.02,30.7,NA
30804,770350,200,NA,2.31,0.02,30.7,NA
30804,770351,229,NA,2.42,0.02,31.9,NA
30804,770352,250,NA,2.5,0.02,32.8,NA
30804,770353,269,NA,2.56,0.02,33.6,NA
30804,770354,300,NA,2.64,0.02,34.7,NA
30804,770355,318,NA,2.69,0.02,35.3,NA
30804,770356,379,NA,2.88,0.02,37.5,NA
30804,770357,400,NA,2.94,0.02,38,NA
30804,770358,437,NA,3.02,0.02,38.7,NA
30804,770359,500,NA,3.13,0.02,40.7,NA
30804,770360,513,NA,3.15,0.02,41.1,NA
30805,770361,0,NA,0.34,0,0,NA
30805,770362,2,NA,0.34,0,0,NA
30805,770363,10,NA,0.34,0,0,NA
30805,770364,14,NA,0.34,0,0,NA
30805,770365,20,NA,0.34,0,0,NA
30805,770366,30,NA,0.33,0,0,NA
30805,770367,45,NA,0.33,0,0,NA
30805,770368,50,NA,0.33,0,0,NA
30805,770369,55,NA,0.33,0,0,NA
30805,770370,64,NA,0.31,0,0,NA
30805,770371,75,NA,0.38,0.01,0.1,NA
30805,770372,85,NA,0.49,0.08,1.6,NA
30805,770373,95,NA,0.64,0.1,4.3,NA
30805,770374,100,NA,0.72,0.08,5.6,NA
30805,770375,109,NA,0.9,0.03,8.6,NA
30805,770376,124,NA,1.36,0.02,16.3,NA
30805,770377,125,NA,1.39,0.02,16.7,NA
30805,770378,145,NA,1.81,0.01,23.4,NA
30805,770379,150,NA,1.87,0.01,24.2,NA
30805,770380,170,NA,1.99,0.01,26.1,NA
30805,770381,200,NA,2.08,0.01,27.7,NA
30805,770382,229,NA,2.15,0.01,28.9,NA
30805,770383,250,NA,2.28,0.01,30.4,NA
30805,770384,268,NA,2.4,0.01,31.7,NA
30805,770385,300,NA,2.55,0.01,33.3,NA
30805,770386,317,NA,2.61,0.01,34,NA
30805,770387,376,NA,2.78,0.01,36.4,NA
30805,770388,400,NA,2.85,0.01,37.3,NA
30805,770389,438,NA,2.95,0.02,38.7,NA
30805,770390,500,NA,3.11,0.01,40.3,NA
30805,770391,511,NA,3.14,0.01,40.6,NA
30806,770392,0,NA,1.26,0.16,10.7,NA
30806,770393,1,NA,1.26,0.16,10.7,NA
30806,770394,5,NA,1.43,0.17,13,NA
30806,770395,10,NA,1.52,0.18,14.4,NA
30806,770396,15,NA,1.72,0.19,17.6,NA
30806,770397,20,NA,1.79,0.2,18.8,NA
30806,770398,22,NA,1.82,0.2,19.3,NA
30807,770399,0,NA,1.24,0.16,11.7,NA
30807,770400,1,NA,1.24,0.16,11.7,NA
30807,770401,6,NA,1.26,0.16,11.8,NA
30807,770402,10,NA,1.33,0.17,12.6,NA
30807,770403,11,NA,1.36,0.17,12.9,NA
30807,770404,20,NA,1.77,0.22,17.5,NA
30807,770405,21,NA,1.81,0.22,18,NA
30807,770406,30,NA,1.87,0.2,20.4,NA
30807,770407,39,NA,2.01,0.17,22.9,NA
30807,770408,49,NA,2.06,0.16,23.5,NA
30807,770409,50,NA,2.07,0.16,23.6,NA
30807,770410,65,NA,2.21,0.13,25.8,NA
30808,770411,0,NA,0.49,0.11,3.6,NA
30808,770412,1,NA,0.49,0.11,3.6,NA
30808,770413,5,NA,0.49,0.11,3.6,NA
30808,770414,10,NA,0.58,0.12,4.5,NA
30808,770415,15,NA,0.82,0.14,7.2,NA
30808,770416,20,NA,1.18,0.17,12,NA
30808,770417,26,NA,1.2,0.15,11.8,NA
30808,770418,30,NA,1.17,0.14,10.4,NA
30808,770419,39,NA,1.28,0.14,11.9,NA
30808,770420,49,NA,1.46,0.13,15.1,NA
30808,770421,50,NA,1.49,0.13,15.7,NA
30808,770422,60,NA,1.71,0.12,20.8,NA
30808,770423,70,NA,1.77,0.09,22.3,NA
30808,770424,75,NA,1.79,0.08,22.7,NA
30808,770425,84,NA,1.82,0.07,23.4,NA
30808,770426,100,NA,1.91,0.04,24.9,NA
30808,770427,121,NA,2.03,0.04,26.1,NA
30808,770428,125,NA,2.07,0.05,26.4,NA
30808,770429,141,NA,2.23,0.07,27.8,NA
30808,770430,150,NA,2.33,0.06,28.7,NA
30808,770431,170,NA,2.49,0.02,30.3,NA
30808,770432,199,NA,2.51,0.02,31.3,NA
30808,770433,200,NA,2.51,0.02,31.3,NA
30808,770434,228,NA,2.6,0.02,32.5,NA
30808,770435,250,NA,2.65,0.01,33.1,NA
30808,770436,268,NA,2.68,0.01,33.4,NA
30808,770437,300,NA,2.73,0.01,34,NA
30808,770438,317,NA,2.76,0.01,34.3,NA
30808,770439,376,NA,2.85,0.01,35.4,NA
30808,770440,400,NA,2.89,0.01,35.9,NA
30808,770441,436,NA,2.94,0.01,36.8,NA
30808,770442,500,NA,3.05,0.01,38.5,NA
30808,770443,517,NA,3.08,0.01,39,NA
30809,770444,0,0.92,0.26,0.01,0.1,NA
30809,770445,2,0.92,0.26,0.01,0.1,NA
30809,770446,7,0.39,0.26,0.01,0.1,NA
30809,770447,10,0.24,0.42,0.04,1.5,NA
30809,770448,15,0.12,0.67,0.1,3.7,NA
30809,770449,18,NA,0.67,0.1,3.7,NA
30809,770450,20,0.05,0.71,0.11,4.1,NA
30809,770451,23,0.04,0.78,0.12,4.7,NA
30809,770452,26,0.03,0.78,0.12,4.9,NA
30809,770453,30,0.02,0.82,0.13,5.6,NA
30809,770454,34,NA,0.87,0.14,6.4,NA
30809,770455,44,0,0.87,0.14,6.3,NA
30809,770456,50,NA,1.01,0.15,8.1,NA
30809,770457,52,NA,1.07,0.15,8.9,NA
30809,770458,60,NA,1.25,0.15,12.3,NA
30809,770459,70,NA,1.49,0.15,16.4,NA
30809,770460,75,NA,1.59,0.14,18.1,NA
30809,770461,85,NA,1.73,0.13,20.6,NA
30809,770462,100,NA,1.83,0.12,22.2,NA
30809,770463,120,NA,1.97,0.05,25.3,NA
30809,770464,125,NA,1.97,0.05,25.5,NA
30809,770465,140,NA,1.97,0.04,25.8,NA
30809,770466,150,NA,2.07,0.03,27.1,NA
30809,770467,168,NA,2.28,0.02,29.5,NA
30809,770468,199,NA,2.38,0.02,30.8,NA
30809,770469,200,NA,2.39,0.02,30.9,NA
30809,770470,228,NA,2.56,0.01,32.5,NA
30809,770471,250,NA,2.65,0.01,33.4,NA
30809,770472,268,NA,2.7,0.01,33.9,NA
30809,770473,300,NA,2.76,0.01,34.6,NA
30809,770474,317,NA,2.79,0.01,35,NA
30809,770475,378,NA,2.93,0.01,36.9,NA
30809,770476,400,NA,2.97,0.01,37.4,NA
30809,770477,437,NA,3.02,0.01,38,NA
30809,770478,500,NA,3.08,0.01,38.9,NA
30809,770479,520,NA,3.1,0.01,39.2,NA
30810,770480,0,NA,0.33,0,0,NA
30810,770481,2,NA,0.33,0,0,NA
30810,770482,10,NA,0.33,0,0,NA
30810,770483,20,NA,0.35,0,0,NA
30810,770484,30,NA,0.34,0.01,0,NA
30810,770485,36,NA,0.35,0.02,0.2,NA
30810,770486,39,NA,0.39,0.03,0.2,NA
30810,770487,45,NA,0.43,0.05,0.9,NA
30810,770488,50,NA,0.47,0.05,1.1,NA
30810,770489,55,NA,0.56,0.08,2,NA
30810,770490,60,NA,0.73,0.14,4.5,NA
30810,770491,70,NA,1.1,0.19,10.3,NA
30810,770492,75,NA,1.15,0.17,11.3,NA
30810,770493,85,NA,1.2,0.11,12.3,NA
30810,770494,100,NA,1.49,0.12,17.2,NA
30810,770495,119,NA,1.84,0.07,23.1,NA
30810,770496,125,NA,1.89,0.07,23.9,NA
30810,770497,140,NA,1.98,0.09,24.9,NA
30810,770498,150,NA,2.04,0.07,25.7,NA
30810,770499,170,NA,2.14,0.03,27.1,NA
30810,770500,198,NA,2.29,0.02,28.8,NA
30810,770501,200,NA,2.3,0.02,28.9,NA
30810,770502,229,NA,2.4,0.02,30,NA
30810,770503,250,NA,2.46,0.02,30.8,NA
30810,770504,269,NA,2.51,0.02,31.5,NA
30810,770505,300,NA,2.62,0.01,32.4,NA
30810,770506,318,NA,2.68,0.01,33,NA
30810,770507,376,NA,2.81,0.01,35.6,NA
30810,770508,400,NA,2.87,0.01,36.5,NA
30810,770509,436,NA,2.95,0.01,37.6,NA
30810,770510,500,NA,3.06,0.01,39.3,NA
30810,770511,517,NA,3.09,0.01,39.7,NA
30811,770512,0,NA,0.35,0,0,NA
30811,770513,1,NA,0.35,0,0,NA
30811,770514,10,NA,0.34,0,0,NA
30811,770515,15,NA,0.34,0,0,NA
30811,770516,20,NA,0.34,0,0,NA
30811,770517,30,NA,0.35,0,0,NA
30811,770518,31,NA,0.35,0,0,NA
30811,770519,36,NA,0.34,0,0,NA
30811,770520,46,NA,0.34,0,0,NA
30811,770521,50,NA,0.34,0,0,NA
30811,770522,51,NA,0.34,0,0,NA
30811,770523,55,NA,0.35,0,0,NA
30811,770524,60,NA,0.34,0,0,NA
30811,770525,65,NA,0.46,0.05,1.4,NA
30811,770526,74,NA,0.88,0.19,7.8,NA
30811,770527,75,NA,0.9,0.18,8.2,NA
30811,770528,85,NA,1.03,0.08,10.6,NA
30811,770529,95,NA,1.26,0.11,13.8,NA
30811,770530,100,NA,1.35,0.1,15.2,NA
30811,770531,110,NA,1.5,0.07,17.9,NA
30811,770532,125,NA,1.72,0.05,21.7,NA
30811,770533,144,NA,1.91,0.03,24.7,NA
30811,770534,150,NA,1.96,0.03,25.4,NA
30811,770535,169,NA,2.07,0.03,26.9,NA
30811,770536,199,NA,2.19,0.02,28.5,NA
30811,770537,200,NA,2.2,0.02,28.6,NA
30811,770538,230,NA,2.34,0.02,30.2,NA
30811,770539,250,NA,2.38,0.02,30.8,NA
30811,770540,271,NA,2.42,0.02,31.4,NA
30811,770541,300,NA,2.53,0.01,32.5,NA
30811,770542,318,NA,2.6,0.01,33.3,NA
30811,770543,378,NA,2.82,0.01,35.5,NA
30811,770544,400,NA,2.87,0.01,36.2,NA
30811,770545,440,NA,2.95,0.01,37.4,NA
30811,770546,500,NA,3.07,0.01,38.7,NA
30811,770547,513,NA,3.1,0.01,39,NA
30812,770548,0,0.92,0.34,0,0,NA
30812,770549,2,0.92,0.34,0,0,NA
30812,770550,10,0.63,0.34,0,0,NA
30812,770551,15,0.39,0.34,0,0,NA
30812,770552,20,0.28,0.34,0,0,NA
30812,770553,24,NA,0.34,0,0,NA
30812,770554,30,0.14,0.33,0,0,NA
30812,770555,33,0.12,0.33,0,0,NA
30812,770556,42,NA,0.34,0,0,NA
30812,770557,50,0.04,0.33,0,0,NA
30812,770558,52,0.04,0.33,0,0,NA
30812,770559,58,0.03,0.34,0,0,NA
30812,770560,70,NA,0.57,0.08,2.8,NA
30812,770561,75,0.02,0.69,0.12,4.7,NA
30812,770562,82,NA,0.87,0.16,7.8,NA
30812,770563,94,0,1.2,0.09,13.5,NA
30812,770564,100,NA,1.32,0.07,15.5,NA
30812,770565,109,NA,1.46,0.04,17.8,NA
30812,770566,123,NA,1.57,0.02,19.7,NA
30812,770567,125,NA,1.58,0.02,19.9,NA
30812,770568,144,NA,1.67,0.02,21.6,NA
30812,770569,150,NA,1.72,0.02,22.4,NA
30812,770570,169,NA,1.9,0.02,25.1,NA
30812,770571,200,NA,2.12,0.02,28,NA
30812,770572,229,NA,2.26,0.02,29.9,NA
30812,770573,250,NA,2.35,0.01,30.9,NA
30812,770574,269,NA,2.43,0.01,31.8,NA
30812,770575,300,NA,2.55,0.01,33.5,NA
30812,770576,317,NA,2.61,0.01,34.4,NA
30812,770577,379,NA,2.83,0.02,36.9,NA
30812,770578,400,NA,2.89,0.02,37.5,NA
30812,770579,437,NA,2.97,0.01,38.4,NA
30812,770580,500,NA,3.1,0.01,39.9,NA
30812,770581,517,NA,3.13,0.01,40.3,NA
30813,770582,0,NA,0.34,0,0,NA
30813,770583,2,NA,0.34,0,0,NA
30813,770584,10,NA,0.34,0,0,NA
30813,770585,20,NA,0.34,0,0,NA
30813,770586,21,NA,0.34,0,0,NA
30813,770587,30,NA,0.35,0,0,NA
30813,770588,31,NA,0.35,0,0,NA
30813,770589,40,NA,0.33,0,0,NA
30813,770590,50,NA,0.35,0.02,0.3,NA
30813,770591,51,NA,0.35,0.02,0.3,NA
30813,770592,56,NA,0.35,0.02,0.3,NA
30813,770593,60,NA,0.39,0.03,0.4,NA
30813,770594,71,NA,0.46,0.04,0.9,NA
30813,770595,75,NA,0.62,0.06,3.5,NA
30813,770596,85,NA,1.05,0.11,10.9,NA
30813,770597,100,NA,1.33,0.05,15.2,NA
30813,770598,101,NA,1.34,0.04,15.4,NA
30813,770599,121,NA,1.73,0.02,21.5,NA
30813,770600,125,NA,1.76,0.02,22,NA
30813,770601,138,NA,1.82,0.02,23.2,NA
30813,770602,150,NA,1.9,0.02,24.5,NA
30813,770603,170,NA,2.03,0.02,26.5,NA
30813,770604,200,NA,2.18,0.02,28.3,NA
30813,770605,228,NA,2.26,0.02,29.9,NA
30813,770606,250,NA,2.38,0.02,30.9,NA
30813,770607,268,NA,2.48,0.02,31.7,NA
30813,770608,300,NA,2.54,0.01,33.1,NA
30813,770609,318,NA,2.56,0.01,33.9,NA
30813,770610,379,NA,2.83,0.01,36.3,NA
30813,770611,400,NA,2.9,0.01,37.1,NA
30813,770612,439,NA,3,0.01,38.6,NA
30813,770613,500,NA,3.11,0.01,40.5,NA
30813,770614,518,NA,3.14,0.01,41,NA
30814,770615,0,NA,0.22,0.01,0,NA
30814,770616,2,NA,0.22,0.01,0,NA
30814,770617,5,NA,0.22,0.01,0,NA
30814,770618,10,NA,0.34,0.06,1.1,NA
30814,770619,20,NA,1.47,0.18,13.6,NA
30815,770620,0,NA,0.23,0.02,0,NA
30815,770621,2,NA,0.23,0.02,0,NA
30815,770622,10,NA,0.3,0.02,0.1,NA
30815,770623,20,NA,1.65,0.14,17.1,NA
30815,770624,30,NA,1.79,0.14,19.1,NA
30815,770625,41,NA,1.96,0.15,22.1,NA
30815,770626,50,NA,2.07,0.16,24.4,NA
30815,770627,59,NA,2.14,0.12,25.9,NA
30815,770628,70,NA,2.18,0.09,27,NA
30815,770629,75,NA,2.21,0.07,27.4,NA
30815,770630,84,NA,2.26,0.04,27.9,NA
30815,770631,100,NA,2.32,0.03,28.2,NA
30815,770632,119,NA,2.34,0.03,28.5,NA
30815,770633,125,NA,2.35,0.03,28.5,NA
30815,770634,139,NA,2.36,0.02,28.6,NA
30815,770635,150,NA,2.37,0.02,28.7,NA
30815,770636,169,NA,2.41,0.02,29.3,NA
30815,770637,199,NA,2.61,0.01,31.4,NA
30815,770638,200,NA,2.62,0.01,31.5,NA
30815,770639,228,NA,2.76,0.01,32.6,NA
30815,770640,250,NA,2.78,0.01,32.9,NA
30815,770641,268,NA,2.79,0.01,33,NA
30815,770642,300,NA,2.84,0.01,33.5,NA
30815,770643,317,NA,2.88,0.01,33.8,NA
30815,770644,376,NA,3.03,0.01,34.5,NA
30815,770645,400,NA,3.14,0.01,33.5,NA
30815,770646,435,NA,3.4,0.01,30.1,NA
30815,770647,500,NA,4.21,0.01,15.6,NA
30815,770648,512,NA,4.44,0.01,11.7,NA
30815,770649,541,NA,5.21,0.04,0.6,NA
30815,770650,567,NA,3.79,0.03,25,NA
30815,770651,570,NA,3.73,0.02,26,NA
30815,770652,576,NA,3.72,0.04,26.8,NA
30816,770653,0,NA,0.22,0.06,0.5,NA
30816,770654,1,NA,0.22,0.06,0.5,NA
30816,770655,6,NA,0.22,0.04,0.4,NA
30816,770656,10,NA,1.11,0.18,7.1,NA
30816,770657,11,NA,1.33,0.21,8.7,NA
30816,770658,14,NA,1.45,0.23,8.9,NA
30817,770659,0,NA,0.31,0.04,0.9,NA
30817,770660,1,NA,0.31,0.04,0.9,NA
30817,770661,6,NA,0.33,0.05,1.4,NA
30817,770662,10,NA,0.39,0.06,2.2,NA
30817,770663,11,NA,0.42,0.06,2.5,NA
30817,770664,16,NA,0.68,0.1,5.5,NA
30817,770665,20,NA,1.18,0.17,10.4,NA
30817,770666,22,NA,1.43,0.2,12.9,NA
30818,770667,0,0.92,0.3,0.02,0.3,NA
30818,770668,1,0.92,0.3,0.02,0.3,NA
30818,770669,5,0.39,0.44,0.06,1.6,NA
30818,770670,10,0.14,0.45,0.06,1.7,NA
30818,770671,12,0.12,0.45,0.06,1.8,NA
30818,770672,19,0.04,0.55,0.07,3.1,NA
30818,770673,20,0.04,0.6,0.08,3.8,NA
30818,770674,22,0.03,0.73,0.09,5.5,NA
30818,770675,22,NA,0.71,0.09,5.3,NA
30818,770676,28,NA,1.37,0.15,14.1,NA
30818,770677,30,0.01,1.47,0.15,15.5,NA
30818,770678,35,0,1.58,0.16,17.1,NA
30818,770679,42,NA,1.62,0.17,17.8,NA
30818,770680,50,NA,1.73,0.17,19.1,NA
30818,770681,60,NA,1.91,0.18,22.2,NA
30818,770682,70,NA,2,0.2,23.7,NA
30818,770683,75,NA,2.03,0.19,24.2,NA
30818,770684,85,NA,2.09,0.15,25,NA
30818,770685,100,NA,2.16,0.09,25.9,NA
30818,770686,110,NA,2.19,0.07,26.3,NA
30819,770687,0,NA,0.78,0.14,7.8,NA
30819,770688,1,NA,0.78,0.14,7.8,NA
30819,770689,10,NA,1.01,0.14,10,NA
30819,770690,20,NA,1.34,0.15,13.4,NA
30819,770691,30,NA,1.65,0.15,17.5,NA
30819,770692,41,NA,1.94,0.1,22.7,NA
30819,770693,50,NA,1.94,0.09,22.8,NA
30819,770694,51,NA,1.94,0.09,22.8,NA
30819,770695,60,NA,2.02,0.08,24.5,NA
30819,770696,70,NA,2.14,0.09,25.8,NA
30819,770697,75,NA,2.17,0.09,26,NA
30819,770698,80,NA,2.18,0.09,26.1,NA
30819,770699,90,NA,2.18,0.09,26.1,NA
30820,770700,0,NA,0.44,0.11,2.6,NA
30820,770701,2,NA,0.44,0.11,2.6,NA
30820,770702,10,NA,0.47,0.12,2.9,NA
30820,770703,20,NA,0.68,0.13,5.7,NA
30820,770704,30,NA,0.79,0.14,7.1,NA
30820,770705,35,NA,1.06,0.15,10,NA
30820,770706,40,NA,1.1,0.14,10.4,NA
30820,770707,50,NA,1.16,0.14,11.6,NA
30820,770708,60,NA,1.52,0.1,17.9,NA
30820,770709,70,NA,1.55,0.09,18.5,NA
30820,770710,75,NA,1.58,0.08,19.1,NA
30820,770711,85,NA,1.68,0.06,20.9,NA
30820,770712,100,NA,1.9,0.02,24.5,NA
30820,770713,119,NA,1.96,0.02,25.7,NA
30820,770714,125,NA,1.97,0.02,25.9,NA
30820,770715,139,NA,1.99,0.01,26.4,NA
30820,770716,150,NA,2.02,0.01,27,NA
30820,770717,169,NA,2.09,0.01,28,NA
30820,770718,200,NA,2.17,0.02,29.3,NA
30820,770719,230,NA,2.38,0.02,31.4,NA
30820,770720,250,NA,2.51,0.02,32.6,NA
30820,770721,268,NA,2.6,0.02,33.6,NA
30820,770722,300,NA,2.7,0.02,34.7,NA
30820,770723,317,NA,2.74,0.02,35.1,NA
30820,770724,380,NA,2.92,0.01,36.9,NA
30820,770725,400,NA,2.95,0.01,37.3,NA
30820,770726,437,NA,3.01,0.01,38,NA
30820,770727,500,NA,3.12,0.02,39.5,NA
30820,770728,509,NA,3.14,0.02,39.7,NA
30821,770729,0,NA,0.31,0.01,0.1,NA
30821,770730,2,NA,0.31,0.01,0.1,NA
30821,770731,10,NA,0.31,0.02,0.1,NA
30821,770732,20,NA,0.33,0.02,0.2,NA
30821,770733,25,NA,0.44,0.05,1.5,NA
30821,770734,29,NA,0.49,0.06,2,NA
30821,770735,30,NA,0.5,0.06,2.1,NA
30821,770736,40,NA,NA,NA,NA,NA
30821,770737,50,NA,0.75,0.11,5.4,NA
30821,770738,61,NA,0.97,0.15,8.6,NA
30821,770739,70,NA,1.33,0.13,14.4,NA
30821,770740,75,NA,1.44,0.1,16.5,NA
30821,770741,84,NA,1.56,0.06,18.8,NA
30821,770742,99,NA,1.65,0.06,20.4,NA
30821,770743,100,NA,1.67,0.06,20.7,NA
30821,770744,120,NA,2,0.03,26.1,NA
30821,770745,125,NA,2.03,0.03,26.5,NA
30821,770746,140,NA,2.07,0.02,27.1,NA
30821,770747,150,NA,2.12,0.02,27.8,NA
30821,770748,169,NA,2.23,0.02,29.3,NA
30821,770749,199,NA,2.38,0.02,31.1,NA
30821,770750,200,NA,2.38,0.02,31.2,NA
30821,770751,230,NA,2.49,0.02,32.5,NA
30821,770752,250,NA,2.57,0.02,33.2,NA
30821,770753,269,NA,2.64,0.02,33.9,NA
30821,770754,300,NA,2.72,0.02,35.2,NA
30821,770755,319,NA,2.77,0.02,36,NA
30821,770756,378,NA,2.94,0.02,38.3,NA
30821,770757,400,NA,3,0.02,38.7,NA
30821,770758,440,NA,3.09,0.01,39.3,NA
30821,770759,500,NA,3.17,0.01,40.1,NA
30821,770760,511,NA,3.19,0.01,40.3,NA
30822,770761,0,0.92,0.32,0.01,0.1,NA
30822,770762,2,0.92,0.32,0.01,0.1,NA
30822,770763,9,0.39,0.31,0.01,0,NA
30822,770764,10,0.35,0.31,0.01,0,NA
30822,770765,20,0.12,0.31,0.01,0.1,NA
30822,770766,29,0.04,0.35,0.02,0.3,NA
30822,770767,30,0.04,0.35,0.02,0.3,NA
30822,770768,34,0.03,0.38,0.04,0.6,NA
30822,770769,44,NA,0.56,0.08,2.9,NA
30822,770770,50,0.01,0.65,0.1,4.1,NA
30822,770771,55,0,0.72,0.11,5.1,NA
30822,770772,62,NA,0.79,0.13,6.5,NA
30822,770773,71,NA,1,0.12,9.8,NA
30822,770774,75,NA,1.02,0.13,9.9,NA
30822,770775,85,NA,1.06,0.15,10,NA
30822,770776,100,NA,1.35,0.13,14.4,NA
30822,770777,120,NA,1.68,0.06,20.9,NA
30822,770778,125,NA,1.71,0.05,21.5,NA
30822,770779,139,NA,1.75,0.03,22.5,NA
30822,770780,150,NA,1.82,0.03,23.6,NA
30822,770781,169,NA,1.94,0.03,25.5,NA
30822,770782,200,NA,2.04,0.02,27.3,NA
